Coin,Name,Price,1h,24h,7d,24h Volume,Mkt Cap,ID
BOLE,Bole,0.014264141,-0.033,-0.032,0.067,2.17,0,BOLE.Bole
PUMP,MoonPump,0.00042531,-0.002,-0.035,0.067,700.21,0,PUMP.MoonPump
HMOCHI,MochiSwap,0.024305001,0.016,-0.109,-0.127,223.86,0,HMOCHI.MochiSwap
SAFECITY,SafeCity,3.70E-11,-0.152,0.448,0.04,2860.49,0,SAFECITY.SafeCity
TCC,The,1.92E-09,-0.003,-0.022,-0.042,1132.99,0,TCC.The
SAFEDOGE,SafeDoge,4.41E-10,0,-0.045,-0.203,546.34,0,SAFEDOGE.SafeDoge
ECGOD,ElonCryptoGod,1.63E-10,0,0,0,0,0,ECGOD.ElonCryptoGod
SAINT,Saint,3.93E-10,-0.002,-0.032,-0.103,31.39,0,SAINT.Saint
SHADOW,ShadowSwap,0.000689352,0,0,0,0,0,SHADOW.ShadowSwap
HARE,Hare,0,-0.01,-0.053,0.121,26440,0,HARE.Hare
CBD,CBD,0.000412754,-0.003,-0.096,-0.072,10901.02,0,CBD.CBD
AI,Multiverse,0.024724862,-0.023,-0.142,-0.321,1088201,0,AI.Multiverse
ALT,Alitas,0.886768,-0.008,-0.004,0,260432,0,ALT.Alitas
XFR,The,2.25E-08,0.004,0.731,0.318,1136.88,0,XFR.The
OIOC,OIOCoin,1.08E-06,0.007,0.058,0.026,788.9,0,OIOC.OIOCoin
VBSC,Votechain,10.15,-0.003,0.116,-0.259,554624,0,VBSC.Votechain
JAWS,AutoShark,0.097192988,-0.001,0.027,-0.131,29289,0,JAWS.AutoShark
SIMPS,OnlySimps,4.18E-10,-0.002,-0.04,0.041,45.07,0,SIMPS.OnlySimps
SHIBERUS,Shiberus,2.87E-10,0,0,0,0,0,SHIBERUS.Shiberus
AIDI,Aidi,2.24E-10,-0.049,-0.091,0.359,1367870,0,AIDI.Aidi
GIN,Gin,0.079914084,,0.046,0.078,204983,0,GIN.Gin
MNT,Meownaut,0.00488826,,-0.001,0.031,39.42,0,MNT.Meownaut
KBN,Koban,0.003447479,-0.002,-0.022,-0.012,21.18,0,KBN.Koban
PIXU,Pixel,4.00E-12,-0.01,-0.037,0.093,1610.4,0,PIXU.Pixel
HRLD,Haroldcoin,0.00195387,0,-0.025,-0.023,98.21,0,HRLD.Haroldcoin
BMON,Binamon,0.208345,0.017,-0.14,0.107,6486335,0,BMON.Binamon
IDOGE,Influencer,3.32E-06,,-0.032,0.051,8.3,0,IDOGE.Influencer
ANV,Aniverse,0.738314,0.017,0.025,0.127,2410303,0,ANV.Aniverse
XMS,Mars,0.029285073,0,-0.151,-0.236,37.1,0,XMS.Mars
DANCE,Dancing,2.08E-06,,-0.051,-0.089,798.91,0,DANCE.Dancing
ZORT,Zort,0.051629271,-0.024,-0.13,-0.187,8194958,0,ZORT.Zort
STONKS,Stonks,2.08E-09,0,0,0,0,0,STONKS.Stonks
SAITAMA,Saitama,1.41E-09,0.011,-0.154,0.858,5075169,0,SAITAMA.Saitama
HPNS,Happiness,0.01720324,-0.005,-0.049,-0.275,31462,0,HPNS.Happiness
FAIRLIFE,FairLife,2.08E-10,-0.004,-0.291,-0.237,11115.28,0,FAIRLIFE.FairLife
QUACK,Rich,7.60E-11,-0.03,-0.044,-0.09,22561,0,QUACK.Rich
RAKUC,Raku,3.15E-07,0.036,0.185,-0.164,14815.66,0,RAKUC.Raku
LEAF,Seeder,0.088862007,-0.008,-0.03,2.359,309563,0,LEAF.Seeder
POG,Pogged,2.49E-08,,-0.031,-0.043,220.57,0,POG.Pogged
SCA,Scaleswap,0.365458,-0.005,-0.052,-0.474,45168,0,SCA.Scaleswap
GOON,GoonRich,1.38E-09,,-0.153,0.222,1452.57,0,GOON.GoonRich
ANATHA,Anatha,0.364414,0,0,0,0,0,ANATHA.Anatha
GMY,Gameology,2.77E-05,-0.006,-0.062,-0.089,2293.58,0,GMY.Gameology
SHINU,Shinigami,5.54E-10,,-0.112,0.02,1022.59,0,SHINU.Shinigami
HUP,HUP LIFE,9.10E-10,0.008,-0.103,-0.425,2455.84,0,HUP.HUP.LIFE
RISE,EverRise,2.80E-08,-0.019,-0.013,-0.354,966301,0,RISE.EverRise
SOLPAD,Solpad,0.005512403,0.008,-0.062,-0.173,19017.07,0,SOLPAD.Solpad
KAWA,Kawakami,1.28E-06,-0.004,-0.308,0.65,48587,0,KAWA.Kawakami
MEM,Memecoin,0.270536,0.011,-0.069,-0.452,99964,0,MEM.Memecoin
BEANS,BNBeanstalk,1.11E-10,0.006,-0.011,-0.035,771.34,0,BEANS.BNBeanstalk
HTZ,Hertz,0.000306153,-0.107,0.233,-0.143,85701,0,HTZ.Hertz
HBIT,HashBit,6.65E-05,0,0,0,0,0,HBIT.HashBit
PFZR,Pfzer,0.015756045,0,0,0,0,0,PFZR.Pfzer
SPACE,Space,4.32,0,0,0,0,0,SPACE.Space
BTO,Bitocoin,0.000136241,0.23,-0.018,-0.552,100.36,0,BTO.Bitocoin
DIAH,DiarrheaCoin,3.42E-05,0.001,-0.037,-0.141,403.67,0,DIAH.DiarrheaCoin
INVEST,InvestDex,0.034408085,-0.001,-0.038,-0.024,4441,0,INVEST.InvestDex
OPS,Octopus,0.161906,0.011,-0.036,-0.067,30517,0,OPS.Octopus
MGP,Micro,2.42E-10,-0.054,0.113,0.245,3218.99,0,MGP.Micro
SENT,Sentiment,0.026,0,0,0,0,0,SENT.Sentiment
TWIN,Twin,0.009297635,0,0,0,0,0,TWIN.Twin
EMPIRE,Empire,0.000505702,-0.003,-0.032,0.005,2631.88,0,EMPIRE.Empire
GNBU,Nimbus,1.82,,-0.096,-0.072,92214,0,GNBU.Nimbus
INU,Hachiko,2.25E-08,,-0.064,-0.549,11882.46,0,INU.Hachiko
KENU,Ken,2.28E-09,0.001,-0.026,0.065,11.2,0,KENU.Ken
RYOSHI,Ryoshi,5.68E-10,-0.229,-0.279,-0.648,9941.28,0,RYOSHI.Ryoshi
HIT,HitBTC,0.215198,-0.003,-0.044,0.083,894111,0,HIT.HitBTC
DOJO,DOJO,4.28E-08,,-0.058,0.803,159461,0,DOJO.DOJO
PIST,Pist,0.193501,0.093,0.111,-0.16,5833.97,0,PIST.Pist
OW,OWGaming,3.81E-10,-0.002,-0.042,0.024,283.71,0,OW.OWGaming
YELD,PolyYeld,1.82E-08,0.024,-0.222,-1,14177.16,0,YELD.PolyYeld
CELEB,Celeb,3.04,-0.037,-0.107,-0.055,13478665,0,CELEB.Celeb
SHINU,Sheltie,1.81E-10,,-0.042,0.069,396.18,0,SHINU.Sheltie
POPE,Crypto,0.362884,0,0,0,0,0,POPE.Crypto
TSHARE,Tomb,481.59,-0.01,-0.083,-0.147,219624,0,TSHARE.Tomb
THUN,Thunder,0.001314631,0.003,-0.071,-0.089,3156.68,0,THUN.Thunder
RAI,Rai,1.36,,0.006,-0.011,1838.19,0,RAI.Rai
IRON,Iron,0.989532,0.005,-0.011,0.006,3273.41,0,IRON.Iron
JEJUDOGE,Jejudoge,7.89E-06,0,0,0,0,0,JEJUDOGE.Jejudoge
BUGG,Bugg,8.00E-12,0.046,-0.027,3.936,24075,0,BUGG.Bugg
GOLD,Projekt,4.39E-09,,0.03,-0.222,37853,0,GOLD.Projekt
LEEK,Leek,3.63,-0.002,-0.061,-0.057,3127.2,0,LEEK.Leek
PUP,PolyPup,71.81,0.097,0.121,1.033,67752,0,PUP.PolyPup
DOGEPOT,DogePot,1.03E-09,0,0,0,0,0,DOGEPOT.DogePot
CTB,Cointribute,0.013740807,0.003,-0.037,0.009,225.14,0,CTB.Cointribute
IBY,iBetYou,0.025161515,0.005,0.007,-0.108,10983.51,0,IBY.iBetYou
EVM,EverMars,3.10E-11,-0.053,-0.442,-0.829,215.05,0,EVM.EverMars
BUDA,BudaCoin,3.73E-10,,-0.031,0.078,2476.18,0,BUDA.BudaCoin
MZR,Maze,3.65E-05,,-0.026,0.066,1.02,0,MZR.Maze
EPX,EmporiumX,0.001208591,0.034,0.286,0.726,9715.23,0,EPX.EmporiumX
KSF,Kesef,0.36228,0.004,0.006,0.061,234880,0,KSF.Kesef
OPA,Option,0.009142543,-0.012,-0.015,-0.139,123282,0,OPA.Option
PGOV,PGOV,0.009962801,-0.002,-0.046,0.124,2592.24,0,PGOV.PGOV
CNJ,Conjure,0.169813,,-0.325,-0.489,4915.66,0,CNJ.Conjure
BBW,Big,5.80E-11,0,0,0,0,0,BBW.Big
BOOMB,BoomBaby io,9.50E-10,0,-0.164,-0.098,22338,0,BOOMB.BoomBaby.io
SHIKO,Shikoku,2.60E-11,-0.026,-0.161,0.101,11982.13,0,SHIKO.Shikoku
GENS,Genshiro,0.042542684,0.02,-0.027,-0.231,384047,0,GENS.Genshiro
PINK,Dot,0.139428,-0.009,-0.031,-0.548,55084,0,PINK.Dot
PAMPTHER,Pampther,0.000165269,-0.002,-0.165,0.228,2344.31,0,PAMPTHER.Pampther
50K,50,0.455569,-0.01,-0.179,-0.528,548.54,0,50K.50
MIMO,MIMO,0.025852435,,-0.154,0.183,54088,0,MIMO.MIMO
SCALE,Scale,6.39E-06,,-0.032,0.055,13.08,0,SCALE.Scale
CLOWN,Clown,1.60E-09,-0.005,-0.035,0.044,531.14,0,CLOWN.Clown
VAIVOX,Vaivo,2.70E-11,,-0.021,0.07,3.27,0,VAIVOX.Vaivo
SRV,zilSurvey,0.396692,-0.017,-0.062,-0.296,43.4,0,SRV.zilSurvey
MUSUBI,Musubi,1.58E-07,,,-0.021,581.2,0,MUSUBI.Musubi
GHOUL,Ghoul,0.035724108,,-0.097,0.06,1456.75,0,GHOUL.Ghoul
WAD,Warden,0.40374,-0.007,-0.054,-0.128,26892,0,WAD.Warden
AHOUSE,Animal,8.79E-10,,-0.035,-0.127,391.06,0,AHOUSE.Animal
STREAM,ZilStream,0.207022,-0.017,-0.06,0.182,737.16,0,STREAM.ZilStream
DOGPRO,DogStonks,3.31E-06,0,0,0,0,0,DOGPRO.DogStonks
EVERDOGE,Baby,2.34E-10,-0.003,0.113,0.092,1588.24,0,EVERDOGE.Baby
PING,Sonar,0.004242451,-0.006,-0.051,-0.017,115960,0,PING.Sonar
BOOTY,CandyBooty,4.63E-08,0,0,0,0,0,BOOTY.CandyBooty
EPLAT,Ethereum,7.39E-05,0,0,0,0,0,EPLAT.Ethereum
SSF,SecretSky,0.000423916,,-0.015,-0.107,23521,0,SSF.SecretSky
VERT,PolyVertex,0.186699,-0.018,-0.156,-0.784,1843.91,0,VERT.PolyVertex
CRNBRY,Cranberry,0.008255488,-0.001,-0.038,-0.057,373.69,0,CRNBRY.Cranberry
BLP,BullPerks,0.069038139,0.02,0.344,0.587,121418,0,BLP.BullPerks
CATGIRL,Catgirl,2.90E-11,0.002,-0.022,-0.042,2986.02,0,CATGIRL.Catgirl
TINU,Tom,3.85E-08,0,0,0,0,0,TINU.Tom
OMT,Mars,0.000135972,0.035,-0.25,-0.732,131616,0,OMT.Mars
BZZ,Swarm,5.96,-0.034,-0.223,-0.06,46389354,0,BZZ.Swarm
SDOT,SafeDot,0.000106641,,-0.036,-0.085,245.81,0,SDOT.SafeDot
SAFEWIN,SafeWin,3.56E-10,-0.003,-0.084,-0.281,982,0,SAFEWIN.SafeWin
XC,XCOM,0.007041756,,-0.049,-0.226,949.88,0,XC.XCOM
SPWN,Bitspawn,0.004794664,0.002,-0.064,-0.159,20691,0,SPWN.Bitspawn
BKR,BakerDAO,7.85,0.039,-0.076,-0.18,897.94,0,BKR.BakerDAO
BUTTER,ButterSwap,0.014052071,0,0,0,0,0,BUTTER.ButterSwap
MKAT,MoonKat,0.000204575,-0.005,-0.058,-0.007,1293.89,0,MKAT.MoonKat
CACT,Crypto,5.01E-10,-0.001,-0.039,0.042,1174.41,0,CACT.Crypto
DOGS,Doggy,5.31E-07,0.035,0.011,,331.63,0,DOGS.Doggy
QB,Quick,0.002023194,0,-0.032,0.01,55.77,0,QB.Quick
OBS,One,8.27,-0.03,-0.075,-0.218,56624,0,OBS.One
TAKO,Tako,0.077362953,0,0,0,0,0,TAKO.Tako
FINU,Football,1.18E-07,0,0,0,0,0,FINU.Football
LAVA,LavaCake,0.306215,-0.006,-0.084,-0.492,9538.39,0,LAVA.LavaCake
HFIRE,HellFire,9.10E-11,0,-0.028,0.065,3.25,0,HFIRE.HellFire
SAFEMONEY,SafeMoney,1.97E-09,-0.001,0,-0.07,5944.67,0,SAFEMONEY.SafeMoney
PCHF,Peachfolio,0.002320719,0.002,-0.071,-0.286,20410,0,PCHF.Peachfolio
8BALL,8Ball,0.06348149,0,0,0,0,0,8BALL.8Ball
MOONRISE,MoonRise,5.07E-09,0.013,0.119,-0.537,485153,0,MOONRISE.MoonRise
TUSK,Tusk,30.96,-0.006,-0.044,-0.267,23094,0,TUSK.Tusk
JACKPOT,Jackpot,7.55E-07,0,0,0,0,0,JACKPOT.Jackpot
YFC,YFC,0.633554,0,0,0,0,0,YFC.YFC
KELPIE,Kelpie,3.62E-10,0.082,-0.238,1.556,18635.43,0,KELPIE.Kelpie
WOT,Moby,4.02E-07,-0.009,-0.092,-0.277,3953.37,0,WOT.Moby
OYT,OxyDev,0.035092707,0.067,-0.058,-0.154,122152,0,OYT.OxyDev
COOP,Coop,0.011413545,-0.01,-0.314,-0.203,585770,0,COOP.Coop
REALTOKEN-S-15777-ARDMORE-ST-DETROIT-MI,RealT,43.72,0,-0.014,-0.005,3,0,REALTOKEN-S-15777-ARDMORE-ST-DETROIT-MI.RealT
ZECBULL,3X,0.681162,-0.008,-0.12,0.387,78411,0,ZECBULL.3X
FND1066XT31D,FND,122.77,0,0,0,0,0,FND1066XT31D.FND
EVERAPE,EverApe,1.58E-09,,-0.035,0.155,1273.68,0,EVERAPE.EverApe
AK,Astrokitties,0.000244937,0.004,-0.042,0.022,1085.9,0,AK.Astrokitties
BOOMC,BoomCoin,4.56E-05,-0.006,0.02,-0.3,22.8,0,BOOMC.BoomCoin
BWI,Bitwin24,0.249153,-0.002,-0.012,-0.232,11420.08,0,BWI.Bitwin24
FROZEN,FrozenCake,0.00109291,0.002,-0.363,-0.683,414.57,0,FROZEN.FrozenCake
GBI,Galactic,0.992906,,,0.061,6453.89,0,GBI.Galactic
ETS,Etheros,0.911505,0,0,0,0,0,ETS.Etheros
LUMI,LUMI,0.878027,0.054,0.346,0.559,2447885,0,LUMI.LUMI
ZECBEAR,3X,3.83,-0.038,0.124,-0.32,23215,0,ZECBEAR.3X
REALTOKEN-S-15373-PARKSIDE-ST-DETROIT-MI,RealT,52.42,0,0,0,0,0,REALTOKEN-S-15373-PARKSIDE-ST-DETROIT-MI.RealT
REALTOKEN-S-14231-STRATHMOOR-ST-DETROIT-MI,RealT,47.55,0,0,0,0,0,REALTOKEN-S-14231-STRATHMOOR-ST-DETROIT-MI.RealT
REALTOKEN-S-15350-GREYDALE-ST-DETROIT-MI,RealT,49.38,0,0,0,0,0,REALTOKEN-S-15350-GREYDALE-ST-DETROIT-MI.RealT
REALTOKEN-S-12866-LAUDER-ST-DETROIT-MI,RealT,51.16,0,0,0,0,0,REALTOKEN-S-12866-LAUDER-ST-DETROIT-MI.RealT
REALTOKEN-S-8181-BLISS-ST-DETROIT-MI,RealT,50.27,0,0,0,0,0,REALTOKEN-S-8181-BLISS-ST-DETROIT-MI.RealT
PACOCA,Pacoca,0.042607015,-0.005,-0.068,-0.228,8289.57,0,PACOCA.Pacoca
BRT,Base,0.31683,0.093,0.244,0.724,1217.87,0,BRT.Base
OMEN,Augury,0.045071289,-0.004,-0.092,-0.44,198651,0,OMEN.Augury
XVIPER,ViperPit,0.35693,-0.008,-0.237,-0.517,31569,0,XVIPER.ViperPit
CFT,Cash,0.634685,0.009,-0.268,-0.326,22390,0,CFT.Cash
MOBY,Whale,0.002746693,0.005,-0.034,-0.005,203.42,0,MOBY.Whale
MOONMINER,MoonMiner,0.000637848,-0.006,-0.044,-0.037,1995.62,0,MOONMINER.MoonMiner
VITA,VitaDAO,0.869184,0.002,0.105,0.186,50402,0,VITA.VitaDAO
OT-CDAI-29DEC2022,OT,0.018589606,0.023,0.025,0.008,177909,0,OT-CDAI-29DEC2022.OT
OT-AUSDC-29DEC2022,OT,0.868987,0,0,0,0,0,OT-AUSDC-29DEC2022.OT
DINK,Dink,1.18E-10,-0.004,-0.016,-0.053,10831.67,0,DINK.Dink
RISEUP,RiseUp,2.98E-09,-0.008,-0.016,0.028,12869.22,0,RISEUP.RiseUp
PLUT,Plutos,0.083231257,0.014,0.032,0.173,24409,0,PLUT.Plutos
MARS,ProjectMars,1.79E-06,-0.022,-0.012,0.066,12880.7,0,MARS.ProjectMars
PAD,SmartPad,0.026166058,0,-0.054,-0.091,3790.73,0,PAD.SmartPad
MMUI,MetaMUI,0.247871,-0.002,0.015,0.306,618993,0,MMUI.MetaMUI
COCOIN,Cocoin,9.39E-10,0.002,-0.052,-0.052,2179.41,0,COCOIN.Cocoin
ROLL,Polyroll,0.026463223,-0.058,-0.136,0.413,63611,0,ROLL.Polyroll
REALTOKEN-S-14319-ROSEMARY-ST-DETROIT-MI,RealT,46.42,,0.001,0.009,4.64,0,REALTOKEN-S-14319-ROSEMARY-ST-DETROIT-MI.RealT
REALTOKEN-S-19333-MOENART-ST-DETROIT-MI,RealT,51.43,0,0,0,0,0,REALTOKEN-S-19333-MOENART-ST-DETROIT-MI.RealT
REALTOKEN-S-11201-COLLEGE-ST-DETROIT-MI,RealT,51.97,,-0.01,-0.003,5.2,0,REALTOKEN-S-11201-COLLEGE-ST-DETROIT-MI.RealT
REALTOKEN-S-15860-HARTWELL-ST-DETROIT-MI,RealT,50.32,0,0,0,0,0,REALTOKEN-S-15860-HARTWELL-ST-DETROIT-MI.RealT
REALTOKEN-S-11078-WAYBURN-ST-DETROIT-MI,RealT,49.69,0,0,0,0,0,REALTOKEN-S-11078-WAYBURN-ST-DETROIT-MI.RealT
REALTOKEN-S-14078-CARLISLE-ST-DETROIT-MI,RealT,49.3,0,0,0,0,0,REALTOKEN-S-14078-CARLISLE-ST-DETROIT-MI.RealT
REALTOKEN-S-14825-WILFRIED-ST-DETROIT-MI,RealT,50.79,0,0,0,0,0,REALTOKEN-S-14825-WILFRIED-ST-DETROIT-MI.RealT
REALTOKEN-S-13895-SARATOGA-ST-DETROIT-MI,RealT,53.2,0,0,0,0,0,REALTOKEN-S-13895-SARATOGA-ST-DETROIT-MI.RealT
REALTOKEN-S-14882-TROESTER-ST-DETROIT-MI,RealT,50.06,0,0,0,0,0,REALTOKEN-S-14882-TROESTER-ST-DETROIT-MI.RealT
REALTOKEN-S-17809-CHAREST-ST-DETROIT-MI,RealT,51.01,0,0,0,0,0,REALTOKEN-S-17809-CHAREST-ST-DETROIT-MI.RealT
REALTOKEN-S-18776-SUNDERLAND-RD-DETROIT-MI,RealT,51.91,0,0,0,0,0,REALTOKEN-S-18776-SUNDERLAND-RD-DETROIT-MI.RealT
REALTOKEN-S-4380-BEACONSFIELD-ST-DETROIT-MI,RealT,50.13,0,0,0,0,0,REALTOKEN-S-4380-BEACONSFIELD-ST-DETROIT-MI.RealT
REALTOKEN-S-14229-WILSHIRE-DR-DETROIT-MI,RealT,52.98,,0.031,0.04,8.97,0,REALTOKEN-S-14229-WILSHIRE-DR-DETROIT-MI.RealT
REALTOKEN-S-5601-S.WOOD-ST-CHICAGO-IL,RealT,54.82,,0.014,-0.026,5.48,0,REALTOKEN-S-5601-S.WOOD-ST-CHICAGO-IL.RealT
REALTOKEN-S-17813-BRADFORD-ST-DETROIT-MI,RealT,49.94,,-0.017,0.026,4,0,REALTOKEN-S-17813-BRADFORD-ST-DETROIT-MI.RealT
REALTOKEN-S-15796-HARTWELL-ST-DETROIT-MI,RealT,49.82,,0.001,0.019,2,0,REALTOKEN-S-15796-HARTWELL-ST-DETROIT-MI.RealT
REALTOKEN-S-19596-GOULBURN-ST-DETROIT-MI,RealT,46.7,,0.012,-0.009,1.28,0,REALTOKEN-S-19596-GOULBURN-ST-DETROIT-MI.RealT
REALTOKEN-S-9481-WAYBURN-ST-DETROIT-MI,RealT,52.68,0,0,0,0,0,REALTOKEN-S-9481-WAYBURN-ST-DETROIT-MI.RealT
REALTOKEN-S-11300-ROXBURY-ST-DETROIT-MI,RealT,55.03,0,0,0,0,0,REALTOKEN-S-11300-ROXBURY-ST-DETROIT-MI.RealT
REALTOKEN-S-10629-MCKINNEY-ST-DETROIT-MI,RealT,52.28,,0.014,-0.006,2.01,0,REALTOKEN-S-10629-MCKINNEY-ST-DETROIT-MI.RealT
REALTOKEN-S-9717-EVERTS-ST-DETROIT-MI,RealT,46.55,0,0,0,0,0,REALTOKEN-S-9717-EVERTS-ST-DETROIT-MI.RealT
REALTOKEN-S-19201-WESTPHALIA-ST-DETROIT-MI,RealT,49.52,0,0,0,0,0,REALTOKEN-S-19201-WESTPHALIA-ST-DETROIT-MI.RealT
REALTOKEN-S-19163-MITCHELL-ST-DETROIT-MI,RealT,51.71,0,0,0,0,0,REALTOKEN-S-19163-MITCHELL-ST-DETROIT-MI.RealT
REALTOKEN-S-9920-BISHOP-ST-DETROIT-MI,RealT,53.18,0,0,0,0,0,REALTOKEN-S-9920-BISHOP-ST-DETROIT-MI.RealT
REALTOKEN-S-4061-GRAND-ST-DETROIT-MI,RealT,57.03,0,0,0,0,0,REALTOKEN-S-4061-GRAND-ST-DETROIT-MI.RealT
REALTOKEN-S-13045-WADE-ST-DETROIT-MI,RealT,52.42,,0.011,-0.03,0.995512,0,REALTOKEN-S-13045-WADE-ST-DETROIT-MI.RealT
REALTOKEN-S-14494-CHELSEA-AVE-DETROIT-MI,RealT,51.4,0,0,0,0,0,REALTOKEN-S-14494-CHELSEA-AVE-DETROIT-MI.RealT
REALTOKEN-S-18983-ALCOY-AVE-DETROIT-MI,RealT,50.02,,0.012,-0.032,0.099723969,0,REALTOKEN-S-18983-ALCOY-AVE-DETROIT-MI.RealT
REALTOKEN-S-19200-STRASBURG-ST-DETROIT-MI,RealT,50.42,,0.011,-0.012,1,0,REALTOKEN-S-19200-STRASBURG-ST-DETROIT-MI.RealT
REALTOKEN-S-10639-STRATMAN-ST-DETROIT-MI,RealT,55.79,,-0.027,0.062,5.58,0,REALTOKEN-S-10639-STRATMAN-ST-DETROIT-MI.RealT
REALTOKEN-S-11653-NOTTINGHAM-RD-DETROIT-MI,RealT,54.66,0,0,0,0,0,REALTOKEN-S-11653-NOTTINGHAM-RD-DETROIT-MI.RealT
REALTOKEN-S-15753-HARTWELL-ST-DETROIT-MI,RealT,52.78,0,0,0,0,0,REALTOKEN-S-15753-HARTWELL-ST-DETROIT-MI.RealT
REALTOKEN-S-17500-EVERGREEN-RD-DETROIT-MI,RealT,54.02,,0.017,-0.007,0.999999,0,REALTOKEN-S-17500-EVERGREEN-RD-DETROIT-MI.RealT
REALTOKEN-S-10700-WHITTIER-AVE-DETROIT-MI,RealT,51.74,0,0,0,0,0,REALTOKEN-S-10700-WHITTIER-AVE-DETROIT-MI.RealT
REALTOKEN-S-14918-JOY-RD-DETROIT-MI,RealT,50.37,0,0,0,0,0,REALTOKEN-S-14918-JOY-RD-DETROIT-MI.RealT
REALTOKEN-S-402-S.KOSTNER-AVE-CHICAGO-IL,RealT,52.15,0,0,0,0,0,REALTOKEN-S-402-S.KOSTNER-AVE-CHICAGO-IL.RealT
REALTOKEN-S-1542-S.RIDGEWAY-AVE-CHICAGO-IL,RealT,52.43,0.001,-0.021,-0.013,5.24,0,REALTOKEN-S-1542-S.RIDGEWAY-AVE-CHICAGO-IL.RealT
REALTOKEN-S-4680-BUCKINGHAM-AVE-DETROIT-MI,RealT,46.9,,0.011,0.019,1,0,REALTOKEN-S-4680-BUCKINGHAM-AVE-DETROIT-MI.RealT
REALTOKEN-S-11078-LONGVIEW-ST-DETROIT-MI,RealT,50.37,0,0,0,0,0,REALTOKEN-S-11078-LONGVIEW-ST-DETROIT-MI.RealT
REALTOKEN-S-19311-KEYSTONE-ST-DETROIT-MI,RealT,48.81,,0.011,-0.013,1,0,REALTOKEN-S-19311-KEYSTONE-ST-DETROIT-MI.RealT
REALTOKEN-S-15039-WARD-AVE-DETROIT-MI,RealT,48,,0.021,-0.007,2,0,REALTOKEN-S-15039-WARD-AVE-DETROIT-MI.RealT
REALTOKEN-S-18481-WESTPHALIA-ST-DETROIT-MI,RealT,47.78,0,0,0,0,0,REALTOKEN-S-18481-WESTPHALIA-ST-DETROIT-MI.RealT
REALTOKEN-S-1244-S.AVERS-ST-CHICAGO-IL,RealT,52.3,0,0,0,0,0,REALTOKEN-S-1244-S.AVERS-ST-CHICAGO-IL.RealT
REALTOKEN-S-272-N.E.-42ND-COURT-DEERFIELD-BEACH-FL,RealT,57.05,0,0,0,0,0,REALTOKEN-S-272-N.E.-42ND-COURT-DEERFIELD-BEACH-FL.RealT
REALTOKEN-S-15770-PREST-ST-DETROIT-MI,RealT,53.58,0,0,0,0,0,REALTOKEN-S-15770-PREST-ST-DETROIT-MI.RealT
REALTOKEN-S-581-587-JEFFERSON-AVE-ROCHESTER-NY,RealT,60.83,,0.04,0.033,6.08,0,REALTOKEN-S-581-587-JEFFERSON-AVE-ROCHESTER-NY.RealT
REALTOKEN-S-19317-GABLE-ST-DETROIT-MI,RealT,44.48,0,0,0,0,0,REALTOKEN-S-19317-GABLE-ST-DETROIT-MI.RealT
REALTOKEN-S-10024-10028-APPOLINE-ST-DETROIT-MI,RealT,145.47,,0.023,0.061,3,0,REALTOKEN-S-10024-10028-APPOLINE-ST-DETROIT-MI.RealT
HDFL,Hyper,8.96E-08,-0.004,-0.033,0.018,1672.61,0,HDFL.Hyper
GDILDO,Green,2.56E-10,0.002,-0.033,0.055,91.17,0,GDILDO.Green
LUCKY,Lucky,3.52E-10,-0.01,-0.021,-0.087,620.13,0,LUCKY.Lucky
BPUL,BetaPulsarToken,0.05026553,-0.013,-0.01,-0.414,563.76,0,BPUL.BetaPulsarToken
PEA,Pea,2.62,-0.025,-0.064,0.105,341533,0,PEA.Pea
BABYKISHU,Baby,2.11E-10,-0.002,-0.043,0.002,222.31,0,BABYKISHU.Baby
XEC,eCash,4.57E-05,0.013,0.054,0.874,16850536,0,XEC.eCash
WPE,OPES,13980.59,0.004,-0.034,0.104,208549,0,WPE.OPES
FOY,Fund,0.000118612,-0.006,-0.037,-0.082,963.06,0,FOY.Fund
BKT,Blocktanium,0.045798437,0,0,0,0,0,BKT.Blocktanium
AKUAKU,AkuAku,8.94E-05,-0.003,-0.003,0.059,1.17,0,AKUAKU.AkuAku
RKG,Rap,0.002125853,,-0.009,-0.136,533.59,0,RKG.Rap
HONOR,Honor,0.045908848,-0.076,-0.006,-0.097,84341,0,HONOR.Honor
WCS,Weecoins,2.38,-0.004,0.088,0.008,366475,0,WCS.Weecoins
YIELD,PolyYield,2.92,0,0,0,0,0,YIELD.PolyYield
SAIL,SAIL,0.00859134,0.003,-0.084,-0.56,192.55,0,SAIL.SAIL
TRAIL,Polkatrail,0.027772628,-0.003,-0.043,-0.222,85171,0,TRAIL.Polkatrail
RDPX,Dopex,2.33,,-0.047,-0.05,9752.68,0,RDPX.Dopex
SIL,SIL,170.21,-0.01,-0.02,-0.226,32870,0,SIL.SIL
REALTOKEN-S-1000-FLORIDA-AVE-AKRON-OH,RealT,59.38,0,0,0,0,0,REALTOKEN-S-1000-FLORIDA-AVE-AKRON-OH.RealT
REALTOKEN-S-13991-WARWICK-ST-DETROIT-MI,RealT,44.56,0,0,0,0,0,REALTOKEN-S-13991-WARWICK-ST-DETROIT-MI.RealT
REALTOKEN-S-18466-FIELDING-ST-DETROIT-MI,RealT,50.81,0,0,0,0,0,REALTOKEN-S-18466-FIELDING-ST-DETROIT-MI.RealT
